date,index
2014-1-2,5694.021
2014-1-3,5696.93
2014-1-6,5573.04
2014-1-7,5567.03
2014-1-8,5634.815
2014-1-9,5633.998
2014-1-10,5529.37
2014-1-13,5482.934
2014-1-14,5565.357
2014-1-15,5520.017
2014-1-16,5513.515
2014-1-17,5499.617
2014-1-20,5488.603
2014-1-21,5469.61
2014-1-22,5606.267
2014-1-23,5547.738
2014-1-24,5611.366
2014-1-27,5424.307
2014-1-28,5414.219
2014-1-29,5451.516
2014-1-30,5484.345
2014-2-7,5373.552
2014-2-10,5419.356
2014-2-11,5446.322
2014-2-12,5496.318
2014-2-13,5468.884
2014-2-14,5448.34
2014-2-17,5444.528
2014-2-18,5369.51
2014-2-19,5406.338
2014-2-20,5444.699
2014-2-21,5427.204
2014-2-24,5304.799
2014-2-25,5051.558
2014-2-26,5173.457
2014-2-27,5212.87
2014-2-28,5304.987
2014-3-3,5279.225
2014-3-4,5410.845
2014-3-5,5460.834
2014-3-6,5436.975
2014-3-7,5445.093
2014-3-10,5307.172
2014-3-11,5309.056
2014-3-12,5321.096
2014-3-13,5384.545
2014-3-14,5371.878
2014-3-17,5390.458
2014-3-18,5354.279
2014-3-19,5278.162
2014-3-20,5192.106
2014-3-21,5209.525
2014-3-24,5242.227
2014-3-25,5273.986
2014-3-26,5262.297
2014-3-27,5180.98
2014-3-28,5215.017
2014-3-31,5247.583
2014-4-1,5288.352
2014-4-2,5339.105
2014-4-3,5331.553
2014-4-4,5323.87
2014-4-8,5287.437
2014-4-9,5312.399
2014-4-10,5367.159
2014-4-11,5378.63
2014-4-14,5436.297
2014-4-15,5404.189
2014-4-16,5400.781
2014-4-17,5412.616
2014-4-18,5398.908
2014-4-21,5356.903
2014-4-22,5356.169
2014-4-23,5377.364
2014-4-24,5383.448
2014-4-25,5322.358
2014-4-28,5262.564
2014-4-29,5276.824
2014-4-30,5349.169
2014-5-5,5295.14
2014-5-6,5323.41
2014-5-7,5211.427
2014-5-8,5246.834
2014-5-9,5205.724
2014-5-12,5222.249
2014-5-13,5222.336
2014-5-14,5262.326
2014-5-15,5247.332
2014-5-16,5248.456
2014-5-19,5228.097
2014-5-20,5194.971
2014-5-21,5197.393
2014-5-22,5207.687
2014-5-23,5300.192
2014-5-26,5309.421
2014-5-27,5330.086
2014-5-28,5323.335
2014-5-29,5268.469
2014-5-30,5169.504
2014-6-3,5235.522
2014-6-4,5200.937
2014-6-5,5248.779
2014-6-6,5249.683
2014-6-9,5257.596
2014-6-10,5317.545
2014-6-11,5315.463
2014-6-12,5310.594
2014-6-13,5336.589
2014-6-16,5382.65
2014-6-17,5351.032
2014-6-18,5349.518
2014-6-19,5332.836
2014-6-20,5334.717
2014-6-23,5323.295
2014-6-24,5336.856
2014-6-25,5354.398
2014-6-26,5434.441
2014-6-27,5451.151
2014-6-30,5497.639
2014-7-1,5475.449
2014-7-2,5458.173
2014-7-3,5477.466
2014-7-4,5489.663
2014-7-7,5539.097
2014-7-8,5674.588
2014-7-9,5665.494
2014-7-10,5700.842
2014-7-11,5818.854
2014-7-14,5866.011
2014-7-15,5841.47
2014-7-16,5830.1
2014-7-17,5769.946
2014-7-18,5809.71
2014-7-21,5879.645
2014-7-22,5921.483
2014-7-23,5885.243
2014-7-24,5970.035
2014-7-25,6042.071
2014-7-28,6121.529
2014-7-29,6108.929
2014-7-30,6060.133
2014-7-31,6103.242
2014-8-1,6119.101
2014-8-4,6161.314
2014-8-5,6173.849
2014-8-6,6197.693
2014-8-7,6200.804
2014-8-8,6212.375
2014-8-11,6249.814
2014-8-12,6218.235
2014-8-13,6244.676
2014-8-14,6226.198
2014-8-15,6234.958
2014-8-18,6234.367
2014-8-19,6204.019
2014-8-20,6204.914
2014-8-21,6168.198
2014-8-22,6130.185
2014-8-25,6080.511
2014-8-26,6074.215
2014-8-27,6104.486
2014-8-28,6098.613
2014-8-29,6105.887
2014-9-1,6129.899
2014-9-2,6132.514
2014-9-3,6204.315
2014-9-4,6239.358
2014-9-5,6286.003
2014-9-9,6286.611
2014-9-10,6280.552
2014-9-11,6286.721
2014-9-12,6276.773
2014-9-15,6233.857
2014-9-16,6146.497
2014-9-17,6208.176
2014-9-18,6231.501
2014-9-19,6230.404
2014-9-22,6143.647
2014-9-23,6148.946
2014-9-24,6211.423
2014-9-25,6254.903
2014-9-26,6275.589
2014-9-29,6273.79
2014-9-30,6289.271
2014-10-8,6233.174
2014-10-9,6257.647
2014-10-10,6233.732
2014-10-13,6160.92
2014-10-14,6111.084
2014-10-15,6197.424
2014-10-16,6156.565
2014-10-17,6188.452
2014-10-20,6234.992
2014-10-21,6196.554
2014-10-22,6179.784
2014-10-23,6124.481
2014-10-24,6139.569
2014-10-27,6146.646
2014-10-28,6198.855
2014-10-29,6235.12
2014-10-30,6253.903
2014-10-31,6279.683
2014-11-3,6331.129
2014-11-4,6213.076
2014-11-5,6203.377
2014-11-6,6103.422
2014-11-7,6118.687
2014-11-10,6231.016
2014-11-11,6179.639
2014-11-12,6212.955
2014-11-13,6214.251
2014-11-14,6223.354
2014-11-17,6183.772
2014-11-18,6185.42
2014-11-19,6163.517
2014-11-20,6146.603
2014-11-21,6167.455
2014-11-24,6248.155
2014-11-25,6294.553
2014-11-26,6309.374
2014-11-27,6275.535
2014-11-28,6302.011
2014-12-1,6280.279
2014-12-2,6339.391
2014-12-3,6390.971
2014-12-4,6459.568
2014-12-5,6429.937
2014-12-8,6536.707
2014-12-9,6416.045
2014-12-10,6589.998
2014-12-11,6594.858
2014-12-12,6589.01
2014-12-15,6561.596
2014-12-16,6548.569
2014-12-17,6522.69
2014-12-18,6511.6
2014-12-19,6499.029
2014-12-22,6516.509
2014-12-23,6505.034
2014-12-24,6493.106
2014-12-25,6517.357
2014-12-26,6545.289
2014-12-29,6584.867
2014-12-30,6591.076
2014-12-31,6673.465
2015-1-5,6841.056
2015-1-6,6959.426
2015-1-7,6937.148
2015-1-8,6943.598
2015-1-9,7012.745
2015-1-12,6987.036
2015-1-13,7055.828
2015-1-14,6986.372
2015-1-15,7002.429
2015-1-16,6994.126
2015-1-19,6775.645
2015-1-20,6919.715
2015-1-21,7049.879
2015-1-22,7007.782
2015-1-23,6978.935
2015-1-26,6947.008
2015-1-27,6934.649
2015-1-28,6889.518
2015-1-29,6872.403
2015-1-30,6898.681
2015-2-2,6879.14
2015-2-3,6952.185
2015-2-4,7042.091
2015-2-5,7035.363
2015-2-6,6978.956
2015-2-9,6995.746
2015-2-10,7061.077
2015-2-11,7184.399
2015-2-12,7169.274
2015-2-13,7223.469
2015-2-16,7132.229
2015-2-17,7165.896
2015-2-25,7203.465
2015-2-26,7264.156
2015-2-27,7259.225
2015-3-2,7338.771
2015-3-3,7272.579
2015-3-4,7317.3
2015-3-5,7194.408
2015-3-6,7247.433
2015-3-9,7261.034
2015-3-10,7271.382
2015-3-11,7267.366
2015-3-12,7291.558
2015-3-13,7315.147
2015-3-16,7345.933
2015-3-17,7376.3
2015-3-18,7399.595
2015-3-19,7375.736
2015-3-20,7416.038
2015-3-23,7445.273
2015-3-24,7444.791
2015-3-25,7443.589
2015-3-26,7446.92
2015-3-27,7472.047
2015-3-30,7541.74
2015-3-31,7531.963
2015-4-1,7572.809
2015-4-2,7561.483
2015-4-3,7568.813
2015-4-7,7607.37
2015-4-8,7638.526
2015-4-9,7681.711
2015-4-10,8057.482
2015-4-13,8429.732
2015-4-14,8171.521
2015-4-15,8133.887
2015-4-16,8241.677
2015-4-17,8202.91
2015-4-20,8154.463
2015-4-21,8244.939
2015-4-22,8325.552
2015-4-23,8593.262
2015-4-24,8948.872
2015-4-27,9027.079
2015-4-28,8853.081
2015-4-29,9043.814
2015-4-30,9154.9
2015-5-4,9463.104
2015-5-5,9272.737
2015-5-6,9215.328
2015-5-7,9083.237
2015-5-8,9297.323
2015-5-11,9385.869
2015-5-12,9344.268
2015-5-13,9394.095
2015-5-14,9354.325
2015-5-15,9316.006
2015-5-18,9384.014
2015-5-19,9336.388
2015-5-20,9414.133
2015-5-21,9460.272
2015-5-22,9364.542
2015-5-25,9426.238
2015-5-26,9356.798
2015-5-27,9267.605
2015-5-28,8923.267
2015-5-29,9106.816
2015-6-1,9338.727
2015-6-2,9372.73
2015-6-3,9376.413
2015-6-4,9311.487
2015-6-5,9329.363
2015-6-8,9111.007
2015-6-9,9043.643
2015-6-10,9048.685
2015-6-11,9091.188
2015-6-12,9093.353
2015-6-15,9073.765
2015-6-16,9031.821
2015-6-17,9081.885
2015-6-18,8928.156
2015-6-19,8715.17
2015-6-23,8882.94
2015-6-24,9150.496
2015-6-25,9020.724
2015-6-26,8630.369
2015-6-29,8594.013
2015-6-30,8891.222
2015-7-1,8787.833
2015-7-2,8584.564
2015-7-3,8249.379
2015-7-6,7809.897
2015-7-7,7476.712
2015-7-8,7150.84
2015-7-9,7570.564
2015-7-10,7981.949
2015-7-13,8081.241
2015-7-14,8000.363
2015-7-15,7778.826
2015-7-16,7884.936
2015-7-17,7997.662
2015-7-20,7873.186
2015-7-21,7743.995
2015-7-22,7619.491
2015-7-23,7739.442
2015-7-24,7596.425
2015-7-27,7034.61
2015-7-28,7238.65
2015-7-29,7333.605
2015-7-30,7188.124
2015-7-31,7258.01
2015-8-3,7110.917
2015-8-4,7171.38
2015-8-5,7023.814
2015-8-6,6951.12
2015-8-7,7025.475
2015-8-10,7114.157
2015-8-11,7088.24
2015-8-12,7013.423
2015-8-13,7067.451
2015-8-14,7101.036
2015-8-17,7074.014
2015-8-18,6694.399
2015-8-19,6826.972
2015-8-20,6693.927
2015-8-21,6380.069
2015-8-24,5826.218
2015-8-25,5599.226
2015-8-26,5760.847
2015-8-27,5924.313
2015-8-28,6152.779
2015-8-31,6088.046
2015-9-1,5911.607
2015-9-2,5832.236
2015-9-7,5834.964
2015-9-8,6043.204
2015-9-9,6226.625
2015-9-10,6213.807
2015-9-11,6186.952
2015-9-14,5889.998
2015-9-15,5866.747
2015-9-16,6075.584
2015-9-17,5963.593
2015-9-18,6042.482
2015-9-21,6051.326
2015-9-22,6093.471
2015-9-23,6034.113
2015-9-24,5936.011
2015-9-25,5922.716
2015-9-28,6035.628
2015-9-29,5954.378
2015-9-30,6184.221
2015-10-8,6513.093
2015-10-9,6632.167
2015-10-12,6810.313
2015-10-13,6775.707
2015-10-14,6714.609
2015-10-15,6807.719
2015-10-16,6859.812
2015-10-19,6860.865
2015-10-20,6855.616
2015-10-21,6612.781
2015-10-22,6712.582
2015-10-23,6830.847
2015-10-26,6892.03
2015-10-27,6816.068
2015-10-28,6678.1
2015-10-29,6682.239
2015-10-30,6651.492
2015-11-2,6604.134
2015-11-3,6620.093
2015-11-4,6815.241
2015-11-5,6848.838
2015-11-6,6865.847
2015-11-9,6912.449
2015-11-10,6950.967
2015-11-11,6979.533
2015-11-12,6960.612
2015-11-13,6945.335
2015-11-16,6952.607
2015-11-17,6931.762
2015-11-18,6951.013
2015-11-19,7007.457
2015-11-20,7012.369
2015-11-23,6934.521
2015-11-24,6966.127
2015-11-25,6955.172
2015-11-26,6940.636
2015-11-27,6845.259
2015-11-30,6863.942
2015-12-1,6987.426
2015-12-2,7060.028
2015-12-3,7107.901
2015-12-4,7141.789
2015-12-7,7274.624
2015-12-8,7234.576
2015-12-9,7341.441
2015-12-10,7350.327
2015-12-11,7302.164
2015-12-14,7420.956
2015-12-15,7459.637
2015-12-16,7466.806
2015-12-17,7570.105
2015-12-18,7577.733
2015-12-21,7708.203
2015-12-22,7758.493
2015-12-23,7831.92
2015-12-24,7728.404
2015-12-25,7718.445
2015-12-28,7431.709
2015-12-29,7545.773
2015-12-30,7551.534
2015-12-31,7537.044
2016-1-4,7110.146
2016-1-5,7251.125
2016-1-6,7370.107
2016-1-7,7074.837
2016-1-8,7278.124
2016-1-11,6758.358
2016-1-12,6788.993
2016-1-13,6657.32
2016-1-14,6737.151
2016-1-15,6603.362
2016-1-18,6539.92
2016-1-19,6690.777
2016-1-20,6530.831
2016-1-21,6358.876
2016-1-22,6483.769
2016-1-25,6614.293
2016-1-26,6368.286
2016-1-27,6425.015
2016-1-28,6380.75
2016-1-29,6562.881
2016-2-1,6477.103
2016-2-2,6491.865
2016-2-3,6383.649
2016-2-4,6413.342
2016-2-5,6385.305
2016-2-15,6214.68
2016-2-16,6313.486
2016-2-17,6382.316
2016-2-18,6442.741
2016-2-19,6556.795
2016-2-22,6604.729
2016-2-23,6569.04
2016-2-24,6522.177
2016-2-25,6234.235
2016-2-26,6290.233
2016-2-29,6109.675
2016-3-1,6180.843
2016-3-2,6308.294
2016-3-3,6274.765
2016-3-4,6255.249
2016-3-7,6303.583
2016-3-8,6298.149
2016-3-9,6225.655
2016-3-10,6200.607
2016-3-11,6190.312
2016-3-14,6276.365
2016-3-15,6257.298
2016-3-16,6230.184
2016-3-17,6299.666
2016-3-18,6355.552
2016-3-21,6420.521
2016-3-22,6385.837
2016-3-23,6396.706
2016-3-24,6354.765
2016-3-25,6379.698
2016-3-28,6393.496
2016-3-29,6358.994
2016-3-30,6420.845
2016-3-31,6504.62
2016-4-1,6459.31
2016-4-5,6526.158
2016-4-6,6447.854
2016-4-7,6487.49
2016-4-8,6383.712
2016-4-11,6403.562
2016-4-12,6367.983
2016-4-13,6467.689
2016-4-14,6493.32
2016-4-15,6494.392
2016-4-18,6363.512
2016-4-19,6335.644
2016-4-20,6246.753
2016-4-21,6270.902
2016-4-22,6337.936
2016-4-25,6289.654
2016-4-26,6304.205
2016-4-27,6280.259
2016-4-28,6199.84
2016-4-29,6325.164
2016-5-3,6296.676
2016-5-4,6237.359
2016-5-5,6132.176
2016-5-6,5968.173
2016-5-9,5822.897
2016-5-10,5796.36
2016-5-11,5785.423
2016-5-12,5765.171
2016-5-13,5756.074
2016-5-16,5738.146
2016-5-17,5677.582
2016-5-18,5555.898
2016-5-19,5583.347
2016-5-20,5549.943
2016-5-23,5602.303
2016-5-24,5624.27
2016-5-25,5630.747
2016-5-26,5613.339
2016-5-27,5654.287
2016-5-30,5656.759
2016-5-31,5761.405
2016-6-1,5774.182
2016-6-2,5805.617
2016-6-3,5846.519
2016-6-6,5835.758
2016-6-7,5839.855
2016-6-8,5836.452
2016-6-13,5730.97
2016-6-14,5673.374
2016-6-15,5718.671
2016-6-16,5664.001
2016-6-17,5712.572
2016-6-20,5691.381
2016-6-21,5689.406
2016-6-22,5731.094
2016-6-23,5738.175
2016-6-24,5662.257
2016-6-27,5749.57
2016-6-28,5778.19
2016-6-29,5808.752
2016-6-30,5885.783
2016-7-1,5929.125
2016-7-4,5992.746
2016-7-5,5998.762
2016-7-6,5943.371
2016-7-7,5978.669
2016-7-8,6001.9
2016-7-11,5998.213
2016-7-12,6099.287
2016-7-13,6160.462
2016-7-14,6198.372
2016-7-15,6238.175
2016-7-18,6260.524
2016-7-19,6250.678
2016-7-20,6226.604
2016-7-21,6267.559
2016-7-22,6228.306
2016-7-25,6196.896
2016-7-26,6259.096
2016-7-27,6139.792
2016-7-28,6340.998
2016-7-29,6350.997
2016-8-1,6304.559
2016-8-2,6358.38
2016-8-3,6344.653
2016-8-4,6371.568
2016-8-5,6334.209
2016-8-8,6366.609
2016-8-9,6392.144
2016-8-10,6398.586
2016-8-11,6333.799
2016-8-12,6373.543
2016-8-15,6407.834
2016-8-16,6401.899
2016-8-17,6399.938
2016-8-18,6362.45
2016-8-19,6310.853
2016-8-22,6249.306
2016-8-23,6268.057
2016-8-24,6257.564
2016-8-25,6225.036
2016-8-26,6240.074
2016-8-29,6256.378
2016-8-30,6247.375
2016-8-31,6214.762
2016-9-1,6202.766
2016-9-2,6259.548
2016-9-5,6360.658
2016-9-6,6439.177
2016-9-7,6491.417
2016-9-8,6463.854
2016-9-9,6425.578
2016-9-12,6337.769
2016-9-13,6322.378
2016-9-14,6362.631
2016-9-19,6414.349
2016-9-20,6403.239
2016-9-21,6451.704
2016-9-22,6494.189
2016-9-23,6440.189
2016-9-26,6365.086
2016-9-27,6381.13
2016-9-28,6400.045
2016-9-29,6393.74
2016-9-30,6383.743
2016-10-10,6462.335
2016-10-11,6433.102
2016-10-12,6426.421
2016-10-13,6442.276
2016-10-14,6446.04
2016-10-17,6295.46
2016-10-18,6349.139
2016-10-19,6314.185
2016-10-20,6326.948
2016-10-21,6291.669
2016-10-24,6384.851
2016-10-25,6397.982
2016-10-26,6366.512
2016-10-27,6293.144
2016-10-28,6258.7144
2016-10-31,6259.512
2016-11-1,6256.7228
2016-11-2,6215.5792
2016-11-3,6248.956
2016-11-4,6223.508
2016-11-7,6241.9248
2016-11-8,6262.9192
2016-11-9,6218.5116
2016-11-10,6317.2792
2016-11-11,6308.4296
2016-11-14,6291.8151
2016-11-15,6278.7087
2016-11-16,6269.1155
2016-11-17,6205.7454
2016-11-18,6210.2664
2016-11-21,6209.9889
2016-11-22,6189.7737
2016-11-23,6210.3972
2016-11-24,6246.0717
2016-11-25,6266.3981
2016-11-28,6298.8
2016-11-29,6393.6467
2016-11-30,6383.9317
2016-12-1,6437.5743
2016-12-2,6395.194
2016-12-5,6309.0848
2016-12-6,6340.4646
2016-12-7,6389.8547
2016-12-8,6398.6544
2016-12-9,6391.6157
2016-12-12,6183.4313
2016-12-13,6210.0495
2016-12-14,6211.7422
2016-12-15,6153.0282
2016-12-16,6181.4178
2016-12-19,6133.4366
2016-12-20,6123.3707
2016-12-21,6146.6787
2016-12-22,6127.162
2016-12-23,6050.5542
2016-12-26,6095.5723
2016-12-27,6104.7207
2016-12-28,6100.7553
2016-12-29,6116.7241
2016-12-30,6129.5735
2017-1-3,6147.1429
2017-1-4,6174.6258
2017-1-5,6171.4131
2017-1-6,6142.1008
2017-1-9,6154.5652
2017-1-10,6176.7716
2017-1-11,6085.1692
2017-1-12,6071.3728
2017-1-13,5993.7927
2017-1-16,5904.5901
2017-1-17,5937.2459
2017-1-18,5949.0898
2017-1-19,5942.6969
2017-1-20,5989.8159
2017-1-23,6030.5424
2017-1-24,6068.0189
2017-1-25,6063.7368
2017-1-26,6073.4327
2017-2-3,5943.8882
2017-2-6,5932.6596
2017-2-7,5920.2148
2017-2-8,5931.3281
2017-2-9,5988.1743
2017-2-10,6001.747
2017-2-13,6074.2479
2017-2-14,6088.889
2017-2-15,6099.0214
2017-2-16,6137.8537
2017-2-17,6131.7776
2017-2-20,6214.8862
2017-2-21,6237.9867
2017-2-22,6282.2118
2017-2-23,6243.9846
2017-2-24,6256.9595
2017-2-27,6236.6781
2017-2-28,6239.3348
2017-3-1,6259.0363
2017-3-2,6278.3347
2017-3-3,6276.1872
2017-3-6,6268.3239
2017-3-7,6248.1671
2017-3-8,6152.7055
2017-3-9,6000.5816
2017-3-10,6030.8864
2017-3-13,6100.6942
2017-3-14,6096.2596
2017-3-15,6121.8557
2017-3-16,6170.6751
2017-3-17,6157.0428
2017-3-20,6134.3052
2017-3-21,6156.7082
2017-3-22,6125.6453
2017-3-23,6134.7833
2017-3-24,6162.9144
2017-3-27,6129.1182
2017-3-28,6115.5763
2017-3-29,6094.4958
2017-3-30,6038.0936
2017-3-31,6082.0664
2017-4-5,6155.3684
2017-4-6,6189.1366
2017-4-7,6189.2886
2017-4-10,6176.5575
2017-4-11,6211.7134
2017-4-12,6190.0993
2017-4-13,6203.5792
2017-4-14,6162.8447
2017-4-17,6147.3646
2017-4-18,6145.9807
2017-4-19,6111.6622
2017-4-20,6059.0894
2017-4-21,6050.2436
2017-4-24,5948.8321
2017-4-25,5978.9402
2017-4-26,5921.9321
2017-4-27,5857.3636
2017-4-28,5850.1612
2017-5-2,5842.5371
2017-5-3,5833.9021
2017-5-4,5812.6092
2017-5-5,5769.3164
2017-5-8,5734.6703
2017-5-9,5668.149
2017-5-10,5669.0886
2017-5-11,5660.7078
2017-5-12,5735.1727
2017-5-15,5755.7001
2017-5-16,5766.6078
2017-5-17,5798.7155
2017-5-18,5755.0284
2017-5-19,5774.9982
2017-5-22,5724.6454
2017-5-23,5704.6903
2017-5-24,5713.2593
2017-5-25,5767.9869
2017-5-26,5770.3249
2017-5-31,5725.7449
2017-6-1,5681.2548
2017-6-2,5727.9457
2017-6-5,5747.9998
2017-6-6,5741.39
2017-6-7,5827.5155
2017-6-8,5878.5877
2017-6-9,5884.887
2017-6-12,5894.2231
2017-6-13,5949.0631
2017-6-14,5939.7119
2017-6-15,5958.5868
2017-6-16,5965.311
2017-6-19,5971.5552
2017-6-20,5962.1663
2017-6-21,5999.0624
2017-6-22,6018.5915
2017-6-23,6056.0345
2017-6-26,6136.4234
2017-6-27,6123.696
2017-6-28,6101.5739
2017-6-29,6126.0344
2017-6-30,6130.7029
2017-7-3,6116.0254
2017-7-4,6090.3073
2017-7-5,6123.7135
2017-7-6,6132.4354
2017-7-7,6156.4437
2017-7-10,6167.9209
2017-7-11,6220.1017
2017-7-12,6218.8186
2017-7-13,6245.5465
2017-7-14,6241.4229
2017-7-17,6085.59
2017-7-18,6145.6532
2017-7-19,6230.0329
2017-7-20,6237.297
2017-7-21,6277.3929
2017-7-24,6286.4731
2017-7-25,6263.0135
2017-7-26,6255.4793
2017-7-27,6279.9249
2017-7-28,6269.699
2017-7-31,6319.188
2017-8-1,6308.4783
2017-8-2,6281.744
2017-8-3,6273.634
2017-8-4,6270.0519
2017-8-7,6295.0749
2017-8-8,6303.6567
2017-8-9,6295.2789
2017-8-10,6269.2784
2017-8-11,6168.7423
2017-8-14,6231.309
2017-8-15,6222.445
2017-8-16,6200.0301
2017-8-17,6211.8037
2017-8-18,6201.189
2017-8-21,6213.0207
2017-8-22,6208.3977
2017-8-23,6200.3804
2017-8-24,6172.0163
2017-8-25,6203.6357
2017-8-28,6221.5373
2017-8-29,6162.4444
2017-8-30,6163.5691
2017-8-31,6156.8948
2017-9-1,6172.1353
2017-9-4,6185.8894
2017-9-5,6216.3787
2017-9-6,6180.0181
2017-9-7,6167.7739
2017-9-8,6232.8915
2017-9-11,6270.9443
2017-9-12,6315.9316
2017-9-13,6363.1991
2017-9-14,6335.7001
2017-9-15,6359.5554
2017-9-18,6394.3009
2017-9-19,6381.1697
2017-9-20,6423.3132
2017-9-21,6451.3667
2017-9-22,6448.3417
2017-9-25,6379.1128
2017-9-26,6414.9048
2017-9-27,6478.6278
2017-9-28,6520.9427
2017-9-29,6560.515
2017-10-9,6634.0685
2017-10-10,6691.8373
2017-10-11,6610.5178
2017-10-12,6626.5453
2017-10-13,6684.3818
2017-10-16,6685.2134
2017-10-17,6671.2012
2017-10-18,6665.1905
2017-10-19,6632.151
2017-10-20,6691.8485
2017-10-23,6755.8781
2017-10-24,6750.4082
2017-10-25,6850.5013
2017-10-26,6841.0628
2017-10-27,6857.3061
2017-10-30,6812.3369
2017-10-31,6901.379
2017-11-1,6879.6663
2017-11-2,6812.9724
2017-11-3,6771.9729
2017-11-6,6910.7109
2017-11-7,6878.2482
2017-11-8,6920.1349
2017-11-9,6924.2832
2017-11-10,6959.2928
2017-11-13,7016.7127
2017-11-14,6896.494
2017-11-15,6831.7264
2017-11-16,6836.8152
2017-11-17,6662.2251
2017-11-20,6633.8664
2017-11-21,6725.0886
2017-11-22,6728.5866
2017-11-23,6563.9293
2017-11-24,6484.0659
2017-11-27,6245.7366
2017-11-28,6286.3865
2017-11-29,6370.4349
2017-11-30,6088.3365
2017-12-1,6259.3133
2017-12-4,6349.6036
2017-12-5,6262.0808
2017-12-6,6232.2169
2017-12-7,6192.5007
2017-12-8,6305.5509
2017-12-11,6394.9503
2017-12-12,6401.1939
2017-12-13,6465.3982
2017-12-14,6467.1908
2017-12-15,6359.8638
2017-12-18,6342.5411
2017-12-19,6420.9408
2017-12-20,6379.5524
2017-12-21,6426.1318
2017-12-22,6426.3512
2017-12-25,6417.5311
2017-12-26,6439.6528
2017-12-27,6424.9947
2017-12-28,6466.4093
2017-12-29,6512.0666
2018-1-2,6587.7053
2018-1-3,6645.8998
2018-1-4,6651.2376
2018-1-5,6657.146
2018-1-8,6667.9234
2018-1-9,6725.1362
2018-1-10,6731.5968
2018-1-11,6732.1418
2018-1-12,6718.3544
2018-1-15,6656.1951
2018-1-16,6767.5612
2018-1-17,6746.2446
2018-1-18,6793.624
2018-1-19,6814.071
2018-1-22,6842.8024
2018-1-23,6832.3828
2018-1-24,6865.8424
2018-1-25,6834.1528
2018-1-26,6867.9523
2018-1-29,6768.5682
2018-1-30,6713.6816
2018-1-31,6707.3245
2018-2-1,6621.9953
2018-2-2,6663.4223
2018-2-5,6629.5873
2018-2-6,6419.291
2018-2-7,6413.6472
2018-2-8,6447.872
2018-2-9,6176.5157
2018-2-12,6332.7986
2018-2-13,6413.2865
2018-2-14,6446.9351
2018-2-22,6518.8516
2018-2-23,6505.6366
2018-2-26,6558.2991
2018-2-27,6537.7691
2018-2-28,6472.7337
2018-3-1,6495.4745
2018-3-2,6478.8828
2018-3-5,6380.2852
2018-3-6,6455.5205
2018-3-7,6421.4453
2018-3-8,6467.8248
2018-3-9,6545.0188
2018-3-12,6617.429
2018-3-13,6601.1435
2018-3-14,6572.5366
2018-3-15,6560.8505
2018-3-16,6522.2462
2018-3-19,6522.65
2018-3-20,6503.8176
2018-3-21,6485.8137
2018-3-22,6455.5539
2018-3-23,6259.7983
2018-3-26,6267.1614
2018-3-27,6295.6576
2018-3-28,6201.0519
2018-3-29,6263.6843
2018-3-30,6327.6042
2018-4-2,6321.5811
2018-4-3,6264.0889
2018-4-4,6260.851
2018-4-9,6188.391
2018-4-10,6215.9655
2018-4-11,6256.6501
2018-4-12,6221.1859
2018-4-13,6251.1648
2018-4-16,6180.8067
2018-4-17,6105.2928
2018-4-18,6009.8999
2018-4-19,6014.136
2018-4-20,5861.1828
2018-4-23,5875.5108
2018-4-24,5956.3993
2018-4-25,5930.5629
2018-4-26,5839.538
2018-4-27,5790.4219
2018-5-2,5716.089
2018-5-3,5767.1055
2018-5-4,5781.5714
2018-5-7,5907.9134
2018-5-8,6011.1157
2018-5-9,5992.0696
2018-5-10,6028.6179
2018-5-11,6037.9587
2018-5-14,6077.8045
2018-5-15,6086.6331
